activity_id,mr_id,team,zone,customer_id,customer_status,activity_type,locality,date,start_time,end_time,duration_min,Latitude,Longitude,visit_count,referrals_count,activity_status
ACT_0001710,MR_N2_1,TEAM_E1,NORTH,CONT_AHD_REAL_260,Growth Catalyst,Contract Review,Ghatlodiya,17-12-2025,10:59,11:38,39,23.005,72.55,11,17,Complete
ACT_0001711,MR_N2_1,TEAM_W2,WEST,CONT_AHD_065,Growth Catalyst,Site Visit,Ognaj,17-12-2025,11:45,12:14,29,23.03956,72.55432,14,21,Complete
ACT_0001712,MR_N2_1,TEAM_W2,EAST,CONT_AHD_006,Growth Catalyst,Product Demo,Ranip,17-12-2025,12:21,12:58,37,23.06863,72.5423,3,16,Complete
ACT_0001713,MR_N2_1,TEAM_N1,WEST,CONT_AHD_068,Growth Catalyst,Phone Call,Naroda,17-12-2025,13:04,13:24,20,23.03345,72.55988,4,24,Complete
ACT_0001714,MR_N2_1,TEAM_N1,WEST,CONT_AHD_056,Key Influencer,Email,Ranip,18-12-2025,09:00,09:39,39,23.06345,72.56789,31,31,Complete
ACT_0001715,MR_N2_1,TEAM_W1,WEST,CONT_AHD_078,Key Influencer,Negotiation,Gota,18-12-2025,09:45,10:14,29,23.0765,72.5698,15,37,Complete
ACT_0001716,MR_N2_1,TEAM_W2,WEST,CONT_AHD_009,Silent Referrer,Proposal Submission,Ghatlodiya,18-12-2025,10:23,10:48,25,23.05889,72.53824,18,1,Missed
ACT_0001717,MR_N2_1,TEAM_W2,WEST,CONT_AHD_031,Silent Referrer,Contract Review,Ranip,18-12-2025,11:00,11:18,18,23.13985,72.52455,12,1,Complete
ACT_0001718,MR_N2_1,TEAM_E1,NORTH,CONT_AHD_REAL_258,Key Influencer,Email,Ognaj,18-12-2025,11:27,12:05,38,23.01,72.56,1,29,Complete
ACT_0001719,MR_N2_1,TEAM_N2,WEST,CONT_AHD_032,Key Influencer,Contract Review,Chandlodiya,18-12-2025,12:15,12:39,24,23.12262,72.50462,5,36,Missed
ACT_0001720,MR_N2_1,TEAM_E1,NORTH,CONT_AHD_REAL_201,Silent Referrer,Presentation,Thaltej,18-12-2025,12:53,13:33,40,23.0705,72.6635,7,2,Complete
ACT_0001721,MR_N2_1,TEAM_W1,WEST,CONT_AHD_019,Growth Catalyst,Phone Call,Vadaj,19-12-2025,09:00,09:28,28,23.13574,72.5416,21,17,Complete
ACT_0001722,MR_N2_1,TEAM_W2,EAST,CONT_AHD_045,Growth Catalyst,Product Demo,Ognaj,19-12-2025,09:40,10:17,37,23.084,72.5455,10,17,Complete
ACT_0001723,MR_N2_1,TEAM_W2,WEST,CONT_AHD_033,Key Influencer,Proposal Submission,Navrangpura,19-12-2025,10:28,11:03,35,23.08295,72.54673,16,26,Complete
ACT_0001724,MR_N2_1,TEAM_E1,SOUTH,CONT_AHD_REAL_264,Peripheral Supporter,Email,Vadaj,19-12-2025,11:16,11:43,27,23.1,72.53,11,0,Complete
ACT_0001725,MR_N2_1,TEAM_S1,NORTH,CONT_AHD_052,Silent Referrer,Meeting,Chandlodiya,19-12-2025,11:53,12:14,21,23.03215,72.55289,23,1,Complete
ACT_0001726,MR_N2_1,TEAM_N1,WEST,CONT_AHD_056,Silent Referrer,Email,Naranpura,19-12-2025,12:19,12:35,16,23.06345,72.56789,1,3,Complete
ACT_0001727,MR_N2_1,TEAM_W2,NORTH,CONT_AHD_REAL_253,Silent Referrer,Presentation,Navrangpura,19-12-2025,12:45,13:18,33,23.025,72.655,15,3,Complete
ACT_0001728,MR_N2_1,TEAM_N2,SOUTH,CONT_AHD_066,Peripheral Supporter,Meeting,Chandlodiya,19-12-2025,13:26,13:59,33,23.03688,72.56122,30,1,Missed
ACT_0001729,MR_N2_1,TEAM_W2,WEST,CONT_AHD_034,Silent Referrer,Follow-up,Ranip,19-12-2025,14:04,14:24,20,23.08309,72.54358,26,2,Complete
ACT_0001730,MR_N2_1,TEAM_N1,WEST,CONT_AHD_068,Growth Catalyst,Product Demo,Naroda,19-12-2025,14:34,14:50,16,23.03345,72.55988,4,24,Complete
ACT_0001731,MR_N2_1,TEAM_E1,NORTH,CONT_AHD_REAL_267,Growth Catalyst,Follow-up,Gota,22-12-2025,09:00,09:34,34,23.035,72.465,15,23,Complete
ACT_0001732,MR_N2_1,TEAM_N1,WEST,CONT_AHD_041,Silent Referrer,Follow-up,Ghatlodiya,22-12-2025,09:45,10:00,15,23.0721,72.5412,4,1,Complete
ACT_0001733,MR_N2_1,TEAM_N1,WEST,CONT_AHD_REAL_230,Silent Referrer,Contract Review,Naranpura,22-12-2025,10:07,10:25,18,22.981,72.602,2,3,Complete
ACT_0001734,MR_N2_1,TEAM_S1,NORTH,CONT_AHD_REAL_244,Silent Referrer,Proposal Submission,Vatva,22-12-2025,10:33,10:57,24,23.022,72.652,5,2,Complete
ACT_0001735,MR_N2_1,TEAM_W1,NORTH,CONT_AHD_066,Growth Catalyst,Site Visit,Naranpura,22-12-2025,11:08,11:32,24,23.03688,72.56122,26,25,Complete
ACT_0001736,MR_N2_1,TEAM_E1,SOUTH,CONT_AHD_013,Growth Catalyst,Proposal Submission,Bapunagar,22-12-2025,11:40,12:01,21,23.07081,72.52149,4,16,Missed
ACT_0001737,MR_N2_1,TEAM_S1,WEST,CONT_AHD_026,Key Influencer,Product Demo,Chandlodiya,22-12-2025,12:07,12:32,25,23.1154,72.51516,1,30,Complete
ACT_0001738,MR_N2_1,TEAM_E1,NORTH,CONT_AHD_REAL_267,Silent Referrer,Site Visit,Thaltej,22-12-2025,12:43,13:08,25,23.035,72.465,10,1,Complete
ACT_0001739,MR_N2_1,TEAM_E1,NORTH,CONT_AHD_REAL_247,Silent Referrer,Presentation,Ranip,22-12-2025,13:14,13:45,31,23.039,72.631,17,1,Complete
ACT_0001740,MR_N2_1,TEAM_W1,NORTH,CONT_AHD_027,Silent Referrer,Proposal Submission,Navrangpura,23-12-2025,09:00,09:18,18,23.11224,72.52373,19,2,Complete
ACT_0001741,MR_N2_1,TEAM_S1,WEST,CONT_AHD_020,Peripheral Supporter,Presentation,Navrangpura,23-12-2025,09:32,10:06,34,23.13587,72.54998,8,0,Complete
ACT_0001742,MR_N2_1,TEAM_N1,WEST,CONT_AHD_029,Key Influencer,Presentation,Navrangpura,23-12-2025,10:12,10:31,19,23.11259,72.51556,1,39,Complete
ACT_0001743,MR_N2_1,TEAM_W2,EAST,CONT_AHD_057,Key Influencer,Contract Review,Commerce Six Road,23-12-2025,10:41,10:59,18,23.0598,72.5592,2,39,Complete
ACT_0001744,MR_N2_1,TEAM_N1,WEST,CONT_AHD_066,Peripheral Supporter,Product Demo,Naranpura,23-12-2025,11:04,11:37,33,23.03688,72.56122,7,1,Complete
ACT_0001745,MR_N2_1,TEAM_N1,WEST,CONT_AHD_REAL_203,Growth Catalyst,Proposal Submission,Ranip,23-12-2025,11:50,12:11,21,23.065,72.66,19,23,Complete
ACT_0001746,MR_N2_1,TEAM_W2,NORTH,CONT_AHD_065,Growth Catalyst,Phone Call,Science City,23-12-2025,12:23,12:56,33,23.03956,72.55432,3,15,Complete
ACT_0001747,MR_N2_1,TEAM_E1,NORTH,CONT_AHD_REAL_206,Silent Referrer,Phone Call,Gota,23-12-2025,13:11,13:29,18,23.06,72.65,14,1,Complete
ACT_0001748,MR_N2_1,TEAM_N2,WEST,CONT_AHD_030,Silent Referrer,Presentation,Ranip,23-12-2025,13:39,14:00,21,23.10997,72.52037,9,2,Complete
ACT_0001749,MR_N2_1,TEAM_E1,SOUTH,CONT_AHD_REAL_267,Silent Referrer,Product Demo,Navrangpura,24-12-2025,09:00,09:32,32,23.035,72.465,28,1,Complete
ACT_0001750,MR_N2_1,TEAM_W2,EAST,CONT_AHD_REAL_258,Peripheral Supporter,Presentation,Commerce Six Road,24-12-2025,09:37,09:57,20,23.01,72.56,2,0,Complete
ACT_0001751,MR_N2_1,TEAM_N2,WEST,CONT_AHD_063,Growth Catalyst,Negotiation,Gota,24-12-2025,10:04,10:21,17,23.0385,72.5608,6,20,Complete
ACT_0001752,MR_N2_1,TEAM_S1,SOUTH,CONT_AHD_REAL_264,Key Influencer,Product Demo,Ognaj,24-12-2025,10:34,11:03,29,23.1,72.53,2,27,Complete
ACT_0001753,MR_N2_1,TEAM_E1,SOUTH,CONT_AHD_REAL_231,Key Influencer,Phone Call,Ognaj,24-12-2025,11:12,11:51,39,22.98,72.601,26,28,Complete
ACT_0001754,MR_N2_1,TEAM_S1,NORTH,CONT_AHD_074,Silent Referrer,Presentation,Ognaj,24-12-2025,11:59,12:19,20,23.0612,72.5589,15,3,Complete
ACT_0001755,MR_N2_1,TEAM_S1,SOUTH,CONT_AHD_REAL_264,Key Influencer,Meeting,Ognaj,24-12-2025,12:32,13:12,40,23.1,72.53,2,27,Missed
ACT_0001756,MR_N2_1,TEAM_W2,NORTH,CONT_AHD_020,Peripheral Supporter,Contract Review,Vaishnodevi,25-12-2025,09:00,09:36,36,23.13587,72.54998,37,0,Complete
ACT_0001757,MR_N2_1,TEAM_W2,EAST,CONT_AHD_REAL_225,Peripheral Supporter,Product Demo,Vaishnodevi,25-12-2025,09:44,10:22,38,22.992,72.606,18,0,Missed
ACT_0001758,MR_N2_1,TEAM_S1,NORTH,CONT_AHD_REAL_233,Silent Referrer,Site Visit,Ognaj,25-12-2025,10:31,10:53,22,22.9985,72.6055,13,1,Complete
ACT_0001759,MR_N2_1,TEAM_N1,WEST,CONT_AHD_REAL_203,Growth Catalyst,Product Demo,Ranip,25-12-2025,11:04,11:27,23,23.065,72.66,19,23,Complete
ACT_0001760,MR_N2_1,TEAM_W2,EAST,CONT_AHD_026,Peripheral Supporter,Site Visit,Naroda,25-12-2025,11:34,12:05,31,23.1154,72.51516,1,1,Complete
ACT_0001761,MR_N2_1,TEAM_N2,SOUTH,CONT_AHD_REAL_228,Growth Catalyst,Follow-up,Bapunagar,25-12-2025,12:18,12:55,37,22.986,72.612,1,15,Complete
ACT_0001762,MR_N2_1,TEAM_N1,WEST,CONT_AHD_026,Key Influencer,Site Visit,Ghatlodiya,25-12-2025,13:05,13:27,22,23.1154,72.51516,4,29,Complete
ACT_0001763,MR_N2_1,TEAM_W2,EAST,CONT_AHD_REAL_201,Peripheral Supporter,Negotiation,Vaishnodevi,25-12-2025,13:39,13:54,15,23.0705,72.6635,9,1,Complete
ACT_0001764,MR_N2_1,TEAM_S1,WEST,CONT_AHD_REAL_243,Key Influencer,Proposal Submission,Chandlodiya,25-12-2025,14:05,14:34,29,23.006,72.65,23,26,Complete
ACT_0001765,MR_N2_1,TEAM_W1,NORTH,CONT_AHD_052,Peripheral Supporter,Phone Call,Vaishnodevi,26-12-2025,09:00,09:24,24,23.03215,72.55289,12,0,Complete
ACT_0001766,MR_N2_1,TEAM_N1,WEST,CONT_AHD_001,Key Influencer,Meeting,Ranip,26-12-2025,09:35,10:08,33,23.09677,72.54813,30,31,Complete
ACT_0001767,MR_N2_1,TEAM_W2,EAST,CONT_AHD_REAL_218,Key Influencer,Product Demo,Navrangpura,26-12-2025,10:19,10:56,37,22.998,72.604,21,28,Complete
ACT_0001768,MR_N2_1,TEAM_W1,WEST,CONT_AHD_REAL_270,Key Influencer,Email,Chandlodiya,26-12-2025,11:10,11:33,23,23.08,72.52,7,30,Complete
ACT_0001769,MR_N2_1,TEAM_S1,WEST,CONT_AHD_REAL_254,Growth Catalyst,Presentation,Maninagar,26-12-2025,11:42,12:03,21,23.03,72.56,3,23,Complete
ACT_0001770,MR_N2_1,TEAM_W2,NORTH,CONT_AHD_020,Peripheral Supporter,Email,Vaishnodevi,26-12-2025,12:17,12:48,31,23.13587,72.54998,37,0,Complete
ACT_0001771,MR_N2_1,TEAM_W2,NORTH,CONT_AHD_076,Peripheral Supporter,Site Visit,Chandlodiya,26-12-2025,13:01,13:17,16,23.0889,72.5712,4,0,Complete
ACT_0001772,MR_N2_1,TEAM_N2,WEST,CONT_AHD_REAL_221,Key Influencer,Negotiation,Chandlodiya,26-12-2025,13:26,13:54,28,22.996,72.605,15,36,Complete
ACT_0001773,MR_N2_1,TEAM_W2,EAST,CONT_AHD_REAL_254,Key Influencer,Follow-up,Science City,26-12-2025,13:59,14:18,19,23.03,72.56,1,34,Missed
ACT_0001774,MR_N2_1,TEAM_W2,WEST,CONT_AHD_REAL_268,Key Influencer,Site Visit,Navrangpura,26-12-2025,14:29,14:59,30,23.028,72.458,25,35,Missed
ACT_0001775,MR_N2_1,TEAM_N2,WEST,CONT_AHD_REAL_232,Silent Referrer,Follow-up,Science City,29-12-2025,09:00,09:38,38,22.982,72.603,9,1,Complete
ACT_0001776,MR_N2_1,TEAM_W1,WEST,CONT_AHD_019,Growth Catalyst,Follow-up,Vadaj,29-12-2025,09:46,10:18,32,23.13574,72.5416,21,17,Complete
ACT_0001777,MR_N2_1,TEAM_E1,SOUTH,CONT_AHD_061,Peripheral Supporter,Email,Naranpura,29-12-2025,10:28,11:08,40,23.0792,72.5745,9,0,Complete
ACT_0001778,MR_N2_1,TEAM_W2,WEST,CONT_AHD_012,Silent Referrer,Email,Ghatlodiya,29-12-2025,11:19,11:42,23,23.07727,72.50688,9,1,Complete
ACT_0001779,MR_N2_1,TEAM_W2,EAST,CONT_AHD_REAL_218,Key Influencer,Site Visit,Navrangpura,29-12-2025,11:55,12:29,34,22.998,72.604,21,28,Complete
ACT_0001780,MR_N2_1,TEAM_W2,EAST,CONT_AHD_REAL_214,Peripheral Supporter,Site Visit,Vadaj,29-12-2025,12:34,12:58,24,23.06,72.65,20,1,Complete
ACT_0001781,MR_N2_1,TEAM_N1,WEST,CONT_AHD_REAL_234,Silent Referrer,Negotiation,Science City,29-12-2025,13:03,13:32,29,22.9905,72.6005,26,1,Complete
ACT_0001782,MR_N2_1,TEAM_W1,WEST,CONT_AHD_020,Key Influencer,Proposal Submission,Ghatlodiya,29-12-2025,13:42,14:07,25,23.13587,72.54998,10,31,Missed
ACT_0001783,MR_N2_1,TEAM_W2,WEST,CONT_AHD_034,Silent Referrer,Negotiation,Ranip,30-12-2025,09:00,09:33,33,23.08309,72.54358,26,2,Complete
ACT_0001784,MR_N2_1,TEAM_W2,WEST,CONT_AHD_REAL_270,Growth Catalyst,Follow-up,Gota,30-12-2025,09:46,10:23,37,23.08,72.52,8,15,Complete
ACT_0001785,MR_N2_1,TEAM_S1,WEST,CONT_AHD_054,Growth Catalyst,Phone Call,Gota,30-12-2025,10:37,10:58,21,23.05567,72.5489,6,20,Complete
ACT_0001786,MR_N2_1,TEAM_W2,EAST,CONT_AHD_050,Silent Referrer,Proposal Submission,Ghatlodiya,30-12-2025,11:06,11:42,36,23.03651,72.56324,18,3,Missed
ACT_0001787,MR_N2_1,TEAM_N1,WEST,CONT_AHD_REAL_215,Silent Referrer,Product Demo,Ghatlodiya,30-12-2025,11:48,12:21,33,23.065,72.67,7,2,Complete
ACT_0001788,MR_N2_1,TEAM_S1,NORTH,CONT_AHD_074,Silent Referrer,Presentation,Ognaj,30-12-2025,12:26,12:49,23,23.0612,72.5589,15,3,Complete
ACT_0001789,MR_N2_1,TEAM_E1,SOUTH,CONT_AHD_REAL_238,Peripheral Supporter,Email,Sola,30-12-2025,12:59,13:23,24,23.035,72.645,2,1,Complete
ACT_0001790,MR_N2_1,TEAM_W1,NORTH,CONT_AHD_REAL_206,Growth Catalyst,Negotiation,Maninagar,30-12-2025,13:28,13:45,17,23.06,72.65,3,23,Complete
ACT_0001791,MR_N2_1,TEAM_E1,SOUTH,CONT_AHD_REAL_205,Growth Catalyst,Email,Bapunagar,30-12-2025,13:59,14:30,31,23.072,72.668,4,16,Complete
ACT_0001792,MR_N2_1,TEAM_S1,NORTH,CONT_AHD_REAL_244,Silent Referrer,Email,Naranpura,30-12-2025,14:41,15:00,19,23.022,72.652,6,3,Complete
ACT_0001793,MR_N2_1,TEAM_W1,WEST,CONT_AHD_REAL_231,Peripheral Supporter,Meeting,Vadaj,31-12-2025,09:00,09:25,25,22.98,72.601,10,1,Complete
ACT_0001794,MR_N2_1,TEAM_W2,WEST,CONT_AHD_036,Silent Referrer,Follow-up,Ognaj,31-12-2025,09:37,10:13,36,23.09033,72.54512,15,3,Complete
ACT_0001795,MR_N2_1,TEAM_E1,SOUTH,CONT_AHD_006,Peripheral Supporter,Follow-up,Vadaj,31-12-2025,10:25,11:03,38,23.06863,72.5423,6,1,Complete
ACT_0001796,MR_N2_1,TEAM_W2,EAST,CONT_AHD_REAL_242,Growth Catalyst,Product Demo,Bapunagar,31-12-2025,11:09,11:32,23,23.002,72.646,4,17,Complete
ACT_0001797,MR_N2_1,TEAM_S1,WEST,CONT_AHD_057,Silent Referrer,Product Demo,Rakhial,31-12-2025,11:47,12:24,37,23.0598,72.5592,1,2,Complete
ACT_0001798,MR_N2_1,TEAM_W2,WEST,CONT_AHD_REAL_270,Growth Catalyst,Negotiation,Gota,31-12-2025,12:34,13:14,40,23.08,72.52,8,15,Complete
ACT_0001799,MR_N2_1,TEAM_S1,NORTH,CONT_AHD_REAL_233,Silent Referrer,Email,Ognaj,31-12-2025,13:20,13:55,35,22.9985,72.6055,13,1,Complete
ACT_0001800,MR_N2_1,TEAM_S1,SOUTH,CONT_AHD_048,Growth Catalyst,Contract Review,Gota,31-12-2025,14:06,14:22,16,23.1115,72.5221,11,20,Complete
ACT_0001801,MR_N2_1,TEAM_W2,WEST,CONT_AHD_036,Silent Referrer,Product Demo,Ognaj,31-12-2025,14:37,14:56,19,23.09033,72.54512,15,3,Missed
ACT_0001802,MR_N2_1,TEAM_N2,SOUTH,CONT_AHD_076,Peripheral Supporter,Contract Review,Chandlodiya,31-12-2025,15:04,15:44,40,23.0889,72.5712,11,1,Complete
ACT_0001803,MR_E1_2,TEAM_E1,SOUTH,CONT_AHD_024,Silent Referrer,Email,Ognaj,01-12-2025,09:00,09:21,21,23.08264,72.54443,19,1,Complete
ACT_0001804,MR_E1_2,TEAM_W2,EAST,CONT_AHD_REAL_238,Growth Catalyst,Email,Ranip,01-12-2025,09:30,09:58,28,23.035,72.645,21,21,Complete
ACT_0001805,MR_E1_2,TEAM_E1,SOUTH,CONT_AHD_037,Key Influencer,Product Demo,Science City,01-12-2025,10:13,10:33,20,23.09345,72.54688,26,29,Complete
ACT_0001806,MR_E1_2,TEAM_S1,WEST,CONT_AHD_078,Key Influencer,Phone Call,Saraspur,01-12-2025,10:39,11:10,31,23.0765,72.5698,5,33,Complete
ACT_0001807,MR_E1_2,TEAM_S1,NORTH,CONT_AHD_011,Peripheral Supporter,Phone Call,Sola,01-12-2025,11:23,11:41,18,23.07023,72.51691,7,1,Complete
ACT_0001808,MR_E1_2,TEAM_N2,SOUTH,CONT_AHD_REAL_268,Growth Catalyst,Presentation,Ognaj,01-12-2025,11:52,12:24,32,23.028,72.458,4,15,Complete
ACT_0001809,MR_E1_2,TEAM_S1,NORTH,CONT_AHD_REAL_202,Key Influencer,Meeting,Ghatlodiya,01-12-2025,12:38,13:08,30,23.068,72.665,17,33,Complete
ACT_0001810,MR_E1_2,TEAM_E1,NORTH,CONT_AHD_REAL_254,Peripheral Supporter,Presentation,Vaishnodevi,02-12-2025,09:00,09:31,31,23.03,72.56,5,0,Complete
ACT_0001811,MR_E1_2,TEAM_N2,WEST,CONT_AHD_063,Growth Catalyst,Meeting,Gota,02-12-2025,09:43,10:23,40,23.0385,72.5608,6,20,Complete
ACT_0001812,MR_E1_2,TEAM_S1,SOUTH,CONT_AHD_005,Key Influencer,Product Demo,Navrangpura,02-12-2025,10:29,10:57,28,23.09917,72.54823,18,39,Complete
ACT_0001813,MR_E1_2,TEAM_W2,NORTH,CONT_AHD_REAL_265,Growth Catalyst,Meeting,Commerce Six Road,02-12-2025,11:07,11:23,16,23.03,72.46,36,24,Complete
ACT_0001814,MR_E1_2,TEAM_N1,WEST,CONT_AHD_REAL_234,Silent Referrer,Presentation,Science City,02-12-2025,11:30,12:07,37,22.9905,72.6005,26,1,Complete
ACT_0001815,MR_E1_2,TEAM_N2,WEST,CONT_AHD_REAL_270,Silent Referrer,Presentation,Ghatlodiya,02-12-2025,12:14,12:47,33,23.08,72.52,10,1,Complete
ACT_0001816,MR_E1_2,TEAM_S1,SOUTH,CONT_AHD_008,Growth Catalyst,Contract Review,Ognaj,02-12-2025,12:53,13:14,21,23.06853,72.53657,6,22,Missed
ACT_0001817,MR_E1_2,TEAM_E1,NORTH,CONT_AHD_REAL_201,Silent Referrer,Presentation,Naranpura,02-12-2025,13:19,13:42,23,23.0705,72.6635,13,3,Complete
ACT_0001818,MR_E1_2,TEAM_E1,SOUTH,CONT_AHD_REAL_233,Key Influencer,Product Demo,Ognaj,03-12-2025,09:00,09:39,39,22.9985,72.6055,3,26,Complete
ACT_0001819,MR_E1_2,TEAM_S1,SOUTH,CONT_AHD_005,Key Influencer,Negotiation,Navrangpura,03-12-2025,09:44,10:13,29,23.09917,72.54823,18,39,Complete
ACT_0001820,MR_E1_2,TEAM_W2,WEST,CONT_AHD_048,Peripheral Supporter,Product Demo,Vaishnodevi,03-12-2025,10:20,10:48,28,23.1115,72.5221,25,1,Complete
ACT_0001821,MR_E1_2,TEAM_W2,NORTH,CONT_AHD_020,Peripheral Supporter,Site Visit,Vaishnodevi,03-12-2025,10:53,11:09,16,23.13587,72.54998,37,0,Complete
ACT_0001822,MR_E1_2,TEAM_E1,SOUTH,CONT_AHD_REAL_234,Peripheral Supporter,Proposal Submission,Vadaj,03-12-2025,11:21,11:43,22,22.9905,72.6005,30,1,Complete
ACT_0001823,MR_E1_2,TEAM_N2,SOUTH,CONT_AHD_REAL_259,Growth Catalyst,Follow-up,Ghatlodiya,03-12-2025,11:57,12:30,33,23.012,72.558,2,19,Complete
ACT_0001824,MR_E1_2,TEAM_W2,EAST,CONT_AHD_REAL_238,Growth Catalyst,Site Visit,Ranip,03-12-2025,12:36,13:07,31,23.035,72.645,21,21,Complete
ACT_0001825,MR_E1_2,TEAM_S1,NORTH,CONT_AHD_REAL_244,Growth Catalyst,Meeting,Gota,04-12-2025,09:00,09:23,23,23.022,72.652,12,17,Complete
ACT_0001826,MR_E1_2,TEAM_W2,WEST,CONT_AHD_033,Key Influencer,Presentation,Navrangpura,04-12-2025,09:33,10:02,29,23.08295,72.54673,16,26,Complete
ACT_0001827,MR_E1_2,TEAM_W2,WEST,CONT_AHD_031,Silent Referrer,Product Demo,Ranip,04-12-2025,10:07,10:41,34,23.13985,72.52455,12,1,Complete
ACT_0001828,MR_E1_2,TEAM_E1,SOUTH,CONT_AHD_001,Key Influencer,Proposal Submission,Ognaj,04-12-2025,10:48,11:07,19,23.09677,72.54813,4,27,Missed
ACT_0001829,MR_E1_2,TEAM_E1,NORTH,CONT_AHD_REAL_216,Growth Catalyst,Phone Call,Maninagar,04-12-2025,11:12,11:43,31,23.07,72.663,3,18,Complete
ACT_0001830,MR_E1_2,TEAM_W2,EAST,CONT_AHD_006,Silent Referrer,Email,Naranpura,04-12-2025,11:58,12:33,35,23.06863,72.5423,31,2,Complete
ACT_0001831,MR_E1_2,TEAM_W2,WEST,CONT_AHD_065,Growth Catalyst,Follow-up,Ognaj,04-12-2025,12:46,13:07,21,23.03956,72.55432,14,21,Missed
ACT_0001832,MR_E1_2,TEAM_E1,SOUTH,CONT_AHD_REAL_267,Silent Referrer,Phone Call,Navrangpura,04-12-2025,13:15,13:50,35,23.035,72.465,28,1,Complete
ACT_0001833,MR_E1_2,TEAM_N1,WEST,CONT_AHD_REAL_254,Silent Referrer,Presentation,Naranpura,04-12-2025,14:03,14:25,22,23.03,72.56,7,3,Complete
ACT_0001834,MR_E1_2,TEAM_W2,EAST,CONT_AHD_030,Growth Catalyst,Site Visit,Commerce Six Road,05-12-2025,09:00,09:29,29,23.10997,72.52037,8,25,Complete
ACT_0001835,MR_E1_2,TEAM_W1,NORTH,CONT_AHD_033,Key Influencer,Product Demo,Chandlodiya,05-12-2025,09:35,10:12,37,23.08295,72.54673,30,31,Complete
ACT_0001836,MR_E1_2,TEAM_S1,WEST,CONT_AHD_019,Silent Referrer,Presentation,Navrangpura,05-12-2025,10:21,10:49,28,23.13574,72.5416,24,2,Complete
ACT_0001837,MR_E1_2,TEAM_N1,WEST,CONT_AHD_068,Growth Catalyst,Follow-up,Naroda,05-12-2025,10:57,11:12,15,23.03345,72.55988,4,24,Complete
ACT_0001838,MR_E1_2,TEAM_W2,NORTH,CONT_AHD_REAL_265,Growth Catalyst,Phone Call,Commerce Six Road,05-12-2025,11:18,11:40,22,23.03,72.46,36,24,Complete
ACT_0001839,MR_E1_2,TEAM_W2,WEST,CONT_AHD_028,Silent Referrer,Follow-up,Navrangpura,05-12-2025,11:54,12:31,37,23.11018,72.52445,8,1,Missed
ACT_0001840,MR_E1_2,TEAM_S1,NORTH,CONT_AHD_074,Silent Referrer,Follow-up,Ognaj,05-12-2025,12:40,13:09,29,23.0612,72.5589,15,3,Complete
ACT_0001841,MR_E1_2,TEAM_S1,NORTH,CONT_AHD_REAL_202,Key Influencer,Email,Ghatlodiya,05-12-2025,13:16,13:54,38,23.068,72.665,17,33,Complete
ACT_0001842,MR_E1_2,TEAM_S1,NORTH,CONT_AHD_REAL_247,Key Influencer,Presentation,Vastral,08-12-2025,09:00,09:20,20,23.039,72.631,2,34,Complete
ACT_0001843,MR_E1_2,TEAM_N2,WEST,CONT_AHD_046,Growth Catalyst,Follow-up,Ognaj,08-12-2025,09:29,10:03,34,23.0855,72.5472,8,24,Complete
ACT_0001844,MR_E1_2,TEAM_S1,WEST,CONT_AHD_076,Key Influencer,Phone Call,Chandlodiya,08-12-2025,10:18,10:42,24,23.0889,72.5712,10,39,Complete
ACT_0001845,MR_E1_2,TEAM_W2,EAST,CONT_AHD_REAL_263,Growth Catalyst,Email,Ranip,08-12-2025,10:57,11:19,22,23.06,72.51,3,16,Missed
ACT_0001846,MR_E1_2,TEAM_N2,SOUTH,CONT_AHD_REAL_229,Growth Catalyst,Follow-up,Chandlodiya,08-12-2025,11:25,11:57,32,22.984,72.611,1,15,Complete
ACT_0001847,MR_E1_2,TEAM_N2,WEST,CONT_AHD_063,Growth Catalyst,Proposal Submission,Gota,08-12-2025,12:03,12:42,39,23.0385,72.5608,6,20,Complete
ACT_0001848,MR_E1_2,TEAM_S1,NORTH,CONT_AHD_016,Silent Referrer,Presentation,Ognaj,08-12-2025,12:49,13:23,34,23.13557,72.54177,9,3,Complete
ACT_0001849,MR_E1_2,TEAM_W1,NORTH,CONT_AHD_028,Key Influencer,Product Demo,Ognaj,08-12-2025,13:33,14:08,35,23.11018,72.52445,16,33,Missed
ACT_0001850,MR_E1_2,TEAM_W2,WEST,CONT_AHD_016,Silent Referrer,Follow-up,Ranip,08-12-2025,14:23,14:56,33,23.13557,72.54177,18,2,Complete
ACT_0001851,MR_E1_2,TEAM_E1,SOUTH,CONT_AHD_REAL_267,Silent Referrer,Site Visit,Navrangpura,08-12-2025,15:03,15:29,26,23.035,72.465,28,1,Complete
ACT_0001852,MR_E1_2,TEAM_E1,NORTH,CONT_AHD_REAL_242,Silent Referrer,Meeting,Vadaj,09-12-2025,09:00,09:25,25,23.002,72.646,7,1,Complete
ACT_0001853,MR_E1_2,TEAM_W1,WEST,CONT_AHD_025,Key Influencer,Product Demo,Gota,09-12-2025,09:37,10:07,30,23.08706,72.54831,16,30,Missed
ACT_0001854,MR_E1_2,TEAM_N2,WEST,CONT_AHD_079,Key Influencer,Email,Chandlodiya,09-12-2025,10:12,10:33,21,23.0412,72.5634,6,40,Complete
ACT_0001855,MR_E1_2,TEAM_W2,EAST,CONT_AHD_REAL_246,Peripheral Supporter,Follow-up,Vaishnodevi,09-12-2025,10:48,11:27,39,23.038,72.632,18,0,Missed
